,data,label,type
156,Dear we are going to our rubber place,0,ham
157,"K I'll head out in a few mins, see you there",0,ham
158,We're on the opposite side from where we dropped you off,0,ham
159,Also remember to get dobby's bowl from your car,0,ham
160,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",0,ham
161,"It's cool, we can last a little while. Getting more any time soon?",0,ham
162,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",0,ham
163,I like dis sweater fr mango but no more my size already so irritating.,0,ham
164,I havent lei.. Next mon can?,0,ham
165,No dear i was sleeping :-P,0,ham
166,If u dun drive then how i go 2 sch.,0,ham
167,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,0,ham
168,Captain is in our room:),0,ham
169,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0,ham
170,Jos ask if u wana meet up?,0,ham
171,Hey what how about your project. Started aha da.,0,ham
172,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0,ham
173,Can ü call me at 10:10 to make sure dat i've woken up...,0,ham
174,That's y we haf to combine n c how lor...,0,ham
175,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0,ham
176,how tall are you princess?,0,ham
177,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,0,ham
178,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,0,ham
179,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",1,spam
180,Is xy going 4 e lunch?,0,ham
181,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",0,ham
182,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",1,spam
183,So what do you guys do.,0,ham
184,Yo dude guess who just got arrested the other day,0,ham
185,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,0,ham
186,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1,spam
187,Wish u many many returns of the day.. Happy birthday vikky..,0,ham
188,I think the other two still need to get cash but we can def be ready by 9,0,ham
189,Crucify is c not s. You should have told me earlier.,0,ham
190,am up to my eyes in philosophy,0,ham
191,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",1,spam
192,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,1,spam
193,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0,ham
194,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0,ham
195,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,0,ham
196,And popping &lt;#&gt; ibuprofens was no help.,0,ham
197,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,0,ham
198,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,ham
199,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,0,ham
200,Why de. You looking good only:-)..,0,ham
201,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,0,ham
202,No. On the way home. So if not for the long dry spell the season would have been over,0,ham
203,"Haha awesome, I've been to 4u a couple times. Who all's coming?",0,ham
204,I cant pick the phone right now. Pls send a message,0,ham
205,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",0,ham
206,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0,ham
207,"As in missionary hook up, doggy hook up, standing...|",0,ham
208,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0,ham
209,Exactly. Anyways how far. Is jide her to study or just visiting,0,ham
210,"Night night, see you tomorrow",0,ham
211,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,0,ham
212,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",1,spam
213,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",0,ham
214,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,0,ham
215,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,1,spam
216,I am going to sleep. I am tired of travel.,0,ham
217,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,1,spam
218,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,0,ham
219,Haf u found him? I feel so stupid da v cam was working.,0,ham
220,Ok thanx... Take care then...,0,ham
221,Is toshiba portege m100 gd?,0,ham
222,Actually getting ready to leave the house.,0,ham
223,Hi..i got the money da:),0,ham
224,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,1,spam
225,Wake me up at  &lt;#&gt;  am morning:),0,ham
226,Yunny... I'm goin to be late,0,ham
227,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0,ham
228,"I'll see if I can swing by in a bit, got some things to take care of here firsg",0,ham
229,"Well, I meant as opposed to my drunken night of before",0,ham
230,I don't know but I'm raping dudes at poker,0,ham
231,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0,ham
232,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",0,ham
233,"Just sent again. Do you scream and moan in bed, princess?",0,ham
234,"Are you sure you don't mean ""get here, we made you hold all the weed""",0,ham
235,Idea will soon get converted to live:),0,ham
236,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,0,ham
237,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",0,ham
238,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,0,ham
239,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0,ham
240,Those ducking chinchillas,0,ham
241,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,ham
242,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",1,spam
243,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,ham
244,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,0,ham
245,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",1,spam
246,How? Izzit still raining?,0,ham
247,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,0,ham
248,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0,ham
249,Enjoy ur life. . Good night,0,ham
250,If I get there before you after your ten billion calls and texts so help me god,0,ham
251,Are you wet right now?,0,ham
252,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,0,ham
253,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",0,ham
254,"""I;m reaching in another 2 stops.""",0,ham
255,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,0,ham
256,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1,spam
257,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0,ham
258,make that 3! 4 fucks sake?! x,0,ham
259,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1,spam
260,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,1,spam
261,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,1,spam
262,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",1,spam
263,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",0,ham
264,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",0,ham
265,When you are big..| God will bring success.,0,ham
266,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,0,ham
267,From tomorrow onwards eve 6 to 3 work.,0,ham
268,No i am not having not any movies in my laptop,0,ham
269,No dear i do have free messages without any recharge. Hi hi hi,0,ham
270,Meet after lunch la...,0,ham
271,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,0,ham
272,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",0,ham
273,ELLO BABE U OK?,0,ham
274,Do you always celebrate NY's with your family ?,0,ham
275,Tiwary to rcb.battle between bang and kochi.,0,ham
276,Oh dang! I didn't mean o send that to you! Lol!,0,ham
277,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,0,ham
278,Ok but tell me half an hr b4 u come i need 2 prepare.,0,ham
279,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0,ham
280,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0,ham
281,"Its ok chikku, and its my 1 of favourite song..:-)",0,ham
282,Thats cool. i liked your photos. You are very sexy!,0,ham
283,I wish u were here. I feel so alone,0,ham
284,"Awesome, I'll see you in a bit",0,ham
285,Lol for real. She told my dad I have cancer,0,ham
286,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",1,spam
287,Even i cant close my eyes you are in me our vava playing umma :-D,0,ham
288,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,0,ham
289,Home so we can always chat,0,ham
290,Try neva mate!!,0,ham
291,"My planning usually stops at ""find hella weed, smoke hella weed""",0,ham
292,Then. You are eldest know.,0,ham
293,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",0,ham
294,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,1,spam
295,"Sorry,in meeting I'll call later",0,ham
296,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",0,ham
297,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",1,spam
298,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,0,ham
299,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0,ham
300,How much did ur hdd casing cost.,0,ham
301,Sorry for the delay. Yes masters,0,ham
302,Am in gobi arts college,0,ham
303,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,0,ham
304,I'm wif him now buying tix lar...,0,ham
305,Ambrith..madurai..met u in arun dha marrge..remembr?,0,ham
306,Pathaya enketa maraikara pa',0,ham
307,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,0,ham
308,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",0,ham
309,Remember on that day..,0,ham
310,"idc get over here, you are not weaseling your way out of this shit twice in a row",0,ham
311,Ok.. Ü finishing soon?,0,ham
312,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,0,ham
313,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",1,spam
314,"Received, understood n acted upon!",0,ham
315,Gokila is talking with you aha:),0,ham
316,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0,ham
317,Great! I shoot big loads so get ready!,0,ham
318,Feel like trying kadeem again? :V,0,ham
319,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,spam
320,Jay says that you're a double-faggot,0,ham
321,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",0,ham
322,Dear reached railway. What happen to you,0,ham
323,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1,spam
324,Anything lor if they all go then i go lor...,0,ham
325,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,spam
326,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,0,ham
327,My sister going to earn more than me da.,0,ham
328,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,spam
329,"Arms fine, how's Cardiff and uni? ",0,ham
